"power","mu","phi","profile","logu","lambda","status","terms","log_tail_error"
1.99,1000,1,"diagnostic",-27.6310211159285,107.151930523761,"mixture",181,4.59010607301025e-12
1.99,1000,1,"diagnostic",-13.8155105579643,107.151930523761,"mixture",146,1.72989127023015e-07
1.99,1000,1,"diagnostic",-4.60517018598809,107.151930523761,"mixture",118,5.88789470512552e-08
1.99,1000,1,"diagnostic",-2.30258509299405,107.151930523761,"mixture",111,1.7976916399931e-08
1.99,1000,1,"diagnostic",-0.693147180559945,107.151930523761,"mixture",111,1.46513279286609e-09
1.99,1000,1,"diagnostic",-0.105360515657826,107.151930523761,"mixture",111,3.6888160881432e-07
1.99,1000,1,"diagnostic",-0.0100503358535015,107.151930523761,"mixture",118,8.32844904152807e-12
1.99,1000,1,"diagnostic",-1.00000050002909e-06,107.151930523761,"mixture",146,7.59686386686553e-07
1.99,1000,1,"diagnostic",-1e-12,107.151930523761,"mixture",181,3.91103327501696e-08
1.99,1000,1,"diagnostic",-1e-30,107.151930523761,"mixture",256,5.88329385209363e-12
1.99,1000,1,"diagnostic",-107.151930513761,107.151930523761,"underflow",319,8.5265128291212e-14
1.99,1000,1,"loose",-27.6310211159285,107.151930523761,"mixture",170,1.03853918886898e-06
1.99,1000,1,"loose",-13.8155105579643,107.151930523761,"mixture",133,1.72987355995247e-07
1.99,1000,1,"loose",-4.60517018598809,107.151930523761,"mixture",101,4.53333766081698e-07
1.99,1000,1,"loose",-2.30258509299405,107.151930523761,"mixture",92,1.79812258416234e-08
1.99,1000,1,"loose",-0.693147180559945,107.151930523761,"mixture",92,6.60714573530452e-06
1.99,1000,1,"loose",-0.105360515657826,107.151930523761,"mixture",92,2.44269016880239e-05
1.99,1000,1,"loose",-0.0100503358535015,107.151930523761,"mixture",101,7.60766075469377e-06
1.99,1000,1,"loose",-1.00000050002909e-06,107.151930523761,"mixture",133,7.59686402673765e-07
1.99,1000,1,"loose",-1e-12,107.151930523761,"mixture",170,4.82674807535943e-05
1.99,1000,1,"loose",-1e-30,107.151930523761,"mixture",249,1.88568010486279e-05
1.99,1000,1,"loose",-107.151930513761,107.151930523761,"underflow",315,8.5265128291212e-14
1.9999,1000,1,"strict",-27.6310211159285,10006.9101416837,"mixture",1913,1.4264145420384e-11
1.9999,1000,1,"strict",-13.8155105579643,10006.9101416837,"mixture",1602,2.14974704704218e-11
1.9999,1000,1,"strict",-4.60517018598809,10006.9101416837,"mixture",1427,4.34319247233361e-13
1.9999,1000,1,"strict",-2.30258509299405,10006.9101416837,"mixture",1427,4.44089209850063e-16
1.9999,1000,1,"strict",-0.693147180559945,10006.9101416837,"mixture",1427,1.11022302462516e-16
1.9999,1000,1,"strict",-0.105360515657826,10006.9101416837,"mixture",1427,2.35278463378563e-12
1.9999,1000,1,"strict",-0.0100503358535015,10006.9101416837,"mixture",1427,1.78790315885635e-12
1.9999,1000,1,"strict",-1.00000050002909e-06,10006.9101416837,"mixture",1602,3.06943803707327e-10
1.9999,1000,1,"strict",-1e-12,10006.9101416837,"mixture",1913,3.5527136788005e-15
1.9999,1000,1,"strict",-1e-30,10006.9101416837,"mixture",2636,1.4210854715202e-14
1.9999,1000,1,"strict",-10006.9101416737,10006.9101416837,"Poisson summation exceeds work limit",0,NA
1.9999,1000,1,"diagnostic",-27.6310211159285,10006.9101416837,"mixture",1764,3.56479290530842e-11
1.9999,1000,1,"diagnostic",-13.8155105579643,10006.9101416837,"mixture",1421,2.14992468272612e-11
1.9999,1000,1,"diagnostic",-4.60517018598809,10006.9101416837,"mixture",1140,2.34202001792028e-07
1.9999,1000,1,"diagnostic",-2.30258509299405,10006.9101416837,"mixture",1066,1.39720368608209e-09
1.9999,1000,1,"diagnostic",-0.693147180559945,10006.9101416837,"mixture",1066,1.18838527907172e-09
1.9999,1000,1,"diagnostic",-0.105360515657826,10006.9101416837,"mixture",1066,1.83600183056853e-07
1.9999,1000,1,"diagnostic",-0.0100503358535015,10006.9101416837,"mixture",1140,1.78701498043665e-12
1.9999,1000,1,"diagnostic",-1.00000050002909e-06,10006.9101416837,"mixture",1421,1.75287246051425e-06
1.9999,1000,1,"diagnostic",-1e-12,10006.9101416837,"mixture",1764,1.40747253851714e-08
1.9999,1000,1,"diagnostic",-1e-30,10006.9101416837,"mixture",2530,2.08592140893415e-07
1.9999,1000,1,"diagnostic",-10006.9101416737,10006.9101416837,"Poisson summation exceeds work limit",0,NA
1.9999,1000,1,"loose",-27.6310211159285,10006.9101416837,"mixture",1657,1.24415954694257e-05
1.9999,1000,1,"loose",-13.8155105579643,10006.9101416837,"mixture",1288,6.85983998849338e-06
1.9999,1000,1,"loose",-4.60517018598809,10006.9101416837,"mixture",971,2.34203217708284e-07
1.9999,1000,1,"loose",-2.30258509299405,10006.9101416837,"mixture",885,1.01260259106617e-05
1.9999,1000,1,"loose",-0.693147180559945,10006.9101416837,"mixture",885,5.84175727069702e-06
1.9999,1000,1,"loose",-0.105360515657826,10006.9101416837,"mixture",885,5.61576949404952e-05
1.9999,1000,1,"loose",-0.0100503358535015,10006.9101416837,"mixture",971,3.51642791329709e-06
1.9999,1000,1,"loose",-1.00000050002909e-06,10006.9101416837,"mixture",1288,1.75287246229061e-06
1.9999,1000,1,"loose",-1e-12,10006.9101416837,"mixture",1657,2.43722358526099e-05
1.9999,1000,1,"loose",-1e-30,10006.9101416837,"mixture",2456,0.000668601885038811
1.9999,1000,1,"loose",-10006.9101416737,10006.9101416837,"Poisson summation exceeds work limit",0,NA
1.01,0.001,100,"strict",-27.6310211159285,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"strict",-13.8155105579643,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"strict",-4.60517018598809,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"strict",-2.30258509299405,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"strict",-0.693147180559945,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"strict",-0.105360515657826,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"strict",-0.0100503358535015,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"strict",-1.00000050002909e-06,1.08234273256324e-05,"mixture",2,1.50990331349021e-13
1.01,0.001,100,"strict",-1e-12,1.08234273256324e-05,"mixture",3,1.06581410364015e-14
1.01,0.001,100,"strict",-1e-30,1.08234273256324e-05,"mixture",7,1.6832046867421e-09
1.01,0.001,100,"strict",-1.08134273256324e-05,1.08234273256324e-05,"mixture",3,9.59232693276135e-14
1.01,0.001,100,"diagnostic",-27.6310211159285,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"diagnostic",-13.8155105579643,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"diagnostic",-4.60517018598809,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"diagnostic",-2.30258509299405,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"diagnostic",-0.693147180559945,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"diagnostic",-0.105360515657826,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"diagnostic",-0.0100503358535015,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"diagnostic",-1.00000050002909e-06,1.08234273256324e-05,"mixture",2,4.22639825359283e-08
1.01,0.001,100,"diagnostic",-1e-12,1.08234273256324e-05,"mixture",3,2.26986323070832e-08
1.01,0.001,100,"diagnostic",-1e-30,1.08234273256324e-05,"mixture",6,1.18380683034047e-09
1.01,0.001,100,"diagnostic",-1.08134273256324e-05,1.08234273256324e-05,"mixture",2,4.87517155534078e-08
1.01,0.001,100,"loose",-27.6310211159285,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"loose",-13.8155105579643,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"loose",-4.60517018598809,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"loose",-2.30258509299405,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"loose",-0.693147180559945,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"loose",-0.105360515657826,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"loose",-0.0100503358535015,1.08234273256324e-05,"atom",0,0
1.01,0.001,100,"loose",-1.00000050002909e-06,1.08234273256324e-05,"mixture",1,5.43784758022525e-06
1.01,0.001,100,"loose",-1e-12,1.08234273256324e-05,"mixture",3,6.4675648012269e-05
1.01,0.001,100,"loose",-1e-30,1.08234273256324e-05,"mixture",6,0.000119850328971438
1.01,0.001,100,"loose",-1.08134273256324e-05,1.08234273256324e-05,"mixture",2,5.2681816651301e-05
1.1,0.001,100,"strict",-27.6310211159285,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"strict",-13.8155105579643,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"strict",-4.60517018598809,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"strict",-2.30258509299405,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"strict",-0.693147180559945,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"strict",-0.105360515657826,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"strict",-0.0100503358535015,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"strict",-1.00000050002909e-06,2.2169581277432e-05,"mixture",3,1.61879398774545e-11
1.1,0.001,100,"strict",-1e-12,2.2169581277432e-05,"mixture",4,6.08224581810646e-12
1.1,0.001,100,"strict",-1e-30,2.2169581277432e-05,"mixture",7,9.09494701772928e-13
1.1,0.001,100,"strict",-2.2159581277432e-05,2.2169581277432e-05,"mixture",3,3.5527136788005e-15
1.1,0.001,100,"diagnostic",-27.6310211159285,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"diagnostic",-13.8155105579643,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"diagnostic",-4.60517018598809,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"diagnostic",-2.30258509299405,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"diagnostic",-0.693147180559945,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"diagnostic",-0.105360515657826,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"diagnostic",-0.0100503358535015,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"diagnostic",-1.00000050002909e-06,2.2169581277432e-05,"mixture",2,1.53086432419514e-11
1.1,0.001,100,"diagnostic",-1e-12,2.2169581277432e-05,"mixture",3,8.29456286766117e-07
1.1,0.001,100,"diagnostic",-1e-30,2.2169581277432e-05,"mixture",6,1.5475620784855e-11
1.1,0.001,100,"diagnostic",-2.2159581277432e-05,2.2169581277432e-05,"mixture",2,8.15669309872646e-09
1.1,0.001,100,"loose",-27.6310211159285,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"loose",-13.8155105579643,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"loose",-4.60517018598809,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"loose",-2.30258509299405,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"loose",-0.693147180559945,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"loose",-0.105360515657826,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"loose",-0.0100503358535015,2.2169581277432e-05,"atom",0,0
1.1,0.001,100,"loose",-1.00000050002909e-06,2.2169581277432e-05,"mixture",2,8.99585866598329e-06
1.1,0.001,100,"loose",-1e-12,2.2169581277432e-05,"mixture",3,0.000443616952839676
1.1,0.001,100,"loose",-1e-30,2.2169581277432e-05,"mixture",6,2.17952884469241e-05
1.1,0.001,100,"loose",-2.2159581277432e-05,2.2169581277432e-05,"mixture",2,5.14713370272091e-05
1.5,0.001,100,"strict",-27.6310211159285,0.000632455532033676,"atom",0,0
1.5,0.001,100,"strict",-13.8155105579643,0.000632455532033676,"atom",0,0
1.5,0.001,100,"strict",-4.60517018598809,0.000632455532033676,"atom",0,0
1.5,0.001,100,"strict",-2.30258509299405,0.000632455532033676,"atom",0,0
1.5,0.001,100,"strict",-0.693147180559945,0.000632455532033676,"atom",0,0
1.5,0.001,100,"strict",-0.105360515657826,0.000632455532033676,"atom",0,0
1.5,0.001,100,"strict",-0.0100503358535015,0.000632455532033676,"atom",0,0
1.5,0.001,100,"strict",-1.00000050002909e-06,0.000632455532033676,"mixture",4,2.36255459640233e-12
1.5,0.001,100,"strict",-1e-12,0.000632455532033676,"mixture",5,1.77635683940025e-14
1.5,0.001,100,"strict",-1e-30,0.000632455532033676,"mixture",10,4.2632564145606e-14
1.5,0.001,100,"strict",-0.000632445532033676,0.000632455532033676,"mixture",4,2.44746445332567e-11
1.5,0.001,100,"diagnostic",-27.6310211159285,0.000632455532033676,"atom",0,0
1.5,0.001,100,"diagnostic",-13.8155105579643,0.000632455532033676,"atom",0,0
1.5,0.001,100,"diagnostic",-4.60517018598809,0.000632455532033676,"atom",0,0
1.5,0.001,100,"diagnostic",-2.30258509299405,0.000632455532033676,"atom",0,0
1.5,0.001,100,"diagnostic",-0.693147180559945,0.000632455532033676,"atom",0,0
1.5,0.001,100,"diagnostic",-0.105360515657826,0.000632455532033676,"atom",0,0
1.5,0.001,100,"diagnostic",-0.0100503358535015,0.000632455532033676,"atom",0,0
1.5,0.001,100,"diagnostic",-1.00000050002909e-06,0.000632455532033676,"mixture",3,2.78337413561758e-07
1.5,0.001,100,"diagnostic",-1e-12,0.000632455532033676,"mixture",5,1.3409702859235e-07
1.5,0.001,100,"diagnostic",-1e-30,0.000632455532033676,"mixture",9,2.18483791059043e-08
1.5,0.001,100,"diagnostic",-0.000632445532033676,0.000632455532033676,"mixture",4,2.44746445332567e-11
1.5,0.001,100,"loose",-27.6310211159285,0.000632455532033676,"atom",0,0
1.5,0.001,100,"loose",-13.8155105579643,0.000632455532033676,"atom",0,0
1.5,0.001,100,"loose",-4.60517018598809,0.000632455532033676,"atom",0,0
1.5,0.001,100,"loose",-2.30258509299405,0.000632455532033676,"atom",0,0
1.5,0.001,100,"loose",-0.693147180559945,0.000632455532033676,"atom",0,0
1.5,0.001,100,"loose",-0.105360515657826,0.000632455532033676,"atom",0,0
1.5,0.001,100,"loose",-0.0100503358535015,0.000632455532033676,"atom",0,0
1.5,0.001,100,"loose",-1.00000050002909e-06,0.000632455532033676,"mixture",2,0.000109513421991281
1.5,0.001,100,"loose",-1e-12,0.000632455532033676,"mixture",4,9.08805635226884e-05
1.5,0.001,100,"loose",-1e-30,0.000632455532033676,"mixture",8,4.27197400370005e-05
1.5,0.001,100,"loose",-0.000632445532033676,0.000632455532033676,"mixture",3,2.20257907379562e-05
1.9,0.001,100,"strict",-27.6310211159285,0.0501187233627272,"atom",0,0
1.9,0.001,100,"strict",-13.8155105579643,0.0501187233627272,"atom",0,0
1.9,0.001,100,"strict",-4.60517018598809,0.0501187233627272,"atom",0,0
1.9,0.001,100,"strict",-2.30258509299405,0.0501187233627272,"atom",0,0
1.9,0.001,100,"strict",-0.693147180559945,0.0501187233627272,"atom",0,0
1.9,0.001,100,"strict",-0.105360515657826,0.0501187233627272,"atom",0,0
1.9,0.001,100,"strict",-0.0100503358535015,0.0501187233627272,"mixture",6,3.99680288865056e-14
1.9,0.001,100,"strict",-1.00000050002909e-06,0.0501187233627272,"mixture",8,2.06057393370429e-13
1.9,0.001,100,"strict",-1e-12,0.0501187233627272,"mixture",10,1.4210854715202e-14
1.9,0.001,100,"strict",-1e-30,0.0501187233627272,"mixture",17,6.3664629124105e-12
1.9,0.001,100,"strict",-0.0501187133627272,0.0501187233627272,"mixture",8,1.27542421068938e-12
1.9,0.001,100,"diagnostic",-27.6310211159285,0.0501187233627272,"atom",0,0
1.9,0.001,100,"diagnostic",-13.8155105579643,0.0501187233627272,"atom",0,0
1.9,0.001,100,"diagnostic",-4.60517018598809,0.0501187233627272,"atom",0,0
1.9,0.001,100,"diagnostic",-2.30258509299405,0.0501187233627272,"atom",0,0
1.9,0.001,100,"diagnostic",-0.693147180559945,0.0501187233627272,"atom",0,0
1.9,0.001,100,"diagnostic",-0.105360515657826,0.0501187233627272,"atom",0,0
1.9,0.001,100,"diagnostic",-0.0100503358535015,0.0501187233627272,"mixture",4,3.90798504668055e-14
1.9,0.001,100,"diagnostic",-1.00000050002909e-06,0.0501187233627272,"mixture",6,9.60267065863718e-09
1.9,0.001,100,"diagnostic",-1e-12,0.0501187233627272,"mixture",9,3.7180534206982e-09
1.9,0.001,100,"diagnostic",-1e-30,0.0501187233627272,"mixture",16,1.24468098761099e-06
1.9,0.001,100,"diagnostic",-0.0501187133627272,0.0501187233627272,"mixture",7,1.27542421068938e-12
1.9,0.001,100,"loose",-27.6310211159285,0.0501187233627272,"atom",0,0
1.9,0.001,100,"loose",-13.8155105579643,0.0501187233627272,"atom",0,0
1.9,0.001,100,"loose",-4.60517018598809,0.0501187233627272,"atom",0,0
1.9,0.001,100,"loose",-2.30258509299405,0.0501187233627272,"atom",0,0
1.9,0.001,100,"loose",-0.693147180559945,0.0501187233627272,"atom",0,0
1.9,0.001,100,"loose",-0.105360515657826,0.0501187233627272,"atom",0,0
1.9,0.001,100,"loose",-0.0100503358535015,0.0501187233627272,"mixture",3,2.69433250821294e-07
1.9,0.001,100,"loose",-1.00000050002909e-06,0.0501187233627272,"mixture",5,2.59503818718088e-05
1.9,0.001,100,"loose",-1e-12,0.0501187233627272,"mixture",8,3.75910562020465e-05
1.9,0.001,100,"loose",-1e-30,0.0501187233627272,"mixture",16,0.000631176468687045
1.9,0.001,100,"loose",-0.0501187133627272,0.0501187233627272,"mixture",6,2.55025987883073e-06
1.99,0.001,100,"strict",-27.6310211159285,0.93325430079699,"atom",0,0
1.99,0.001,100,"strict",-13.8155105579643,0.93325430079699,"atom",0,0
1.99,0.001,100,"strict",-4.60517018598809,0.93325430079699,"atom",0,0
1.99,0.001,100,"strict",-2.30258509299405,0.93325430079699,"atom",0,0
1.99,0.001,100,"strict",-0.693147180559945,0.93325430079699,"mixture",14,0
1.99,0.001,100,"strict",-0.105360515657826,0.93325430079699,"mixture",14,4.44089209850063e-16
1.99,0.001,100,"strict",-0.0100503358535015,0.93325430079699,"mixture",14,8.88178419700125e-16
1.99,0.001,100,"strict",-1.00000050002909e-06,0.93325430079699,"mixture",16,7.38964445190504e-13
1.99,0.001,100,"strict",-1e-12,0.93325430079699,"mixture",21,1.77635683940025e-14
1.99,0.001,100,"strict",-1e-30,0.93325430079699,"mixture",33,4.54747350886464e-12
1.99,0.001,100,"strict",-0.93325429079699,0.93325430079699,"underflow",18,3.5527136788005e-15
1.99,0.001,100,"diagnostic",-27.6310211159285,0.93325430079699,"atom",0,0
1.99,0.001,100,"diagnostic",-13.8155105579643,0.93325430079699,"atom",0,0
1.99,0.001,100,"diagnostic",-4.60517018598809,0.93325430079699,"atom",0,0
1.99,0.001,100,"diagnostic",-2.30258509299405,0.93325430079699,"atom",0,0
1.99,0.001,100,"diagnostic",-0.693147180559945,0.93325430079699,"mixture",10,3.40071082405302e-10
1.99,0.001,100,"diagnostic",-0.105360515657826,0.93325430079699,"mixture",10,8.43964453878243e-10
1.99,0.001,100,"diagnostic",-0.0100503358535015,0.93325430079699,"mixture",10,4.74972043917887e-08
1.99,0.001,100,"diagnostic",-1.00000050002909e-06,0.93325430079699,"mixture",14,2.30640555543005e-08
1.99,0.001,100,"diagnostic",-1e-12,0.93325430079699,"mixture",19,6.70815325065632e-07
1.99,0.001,100,"diagnostic",-1e-30,0.93325430079699,"mixture",31,5.91171556152403e-12
1.99,0.001,100,"diagnostic",-0.93325429079699,0.93325430079699,"underflow",16,3.5527136788005e-15
1.99,0.001,100,"loose",-27.6310211159285,0.93325430079699,"atom",0,0
1.99,0.001,100,"loose",-13.8155105579643,0.93325430079699,"atom",0,0
1.99,0.001,100,"loose",-4.60517018598809,0.93325430079699,"atom",0,0
1.99,0.001,100,"loose",-2.30258509299405,0.93325430079699,"atom",0,0
1.99,0.001,100,"loose",-0.693147180559945,0.93325430079699,"mixture",8,3.40057315639797e-10
1.99,0.001,100,"loose",-0.105360515657826,0.93325430079699,"mixture",8,9.70757837670533e-07
1.99,0.001,100,"loose",-0.0100503358535015,0.93325430079699,"mixture",9,4.74974832798125e-08
1.99,0.001,100,"loose",-1.00000050002909e-06,0.93325430079699,"mixture",12,2.3064060883371e-08
1.99,0.001,100,"loose",-1e-12,0.93325430079699,"mixture",17,0.000196332358694207
1.99,0.001,100,"loose",-1e-30,0.93325430079699,"mixture",30,2.05813309150926e-05
1.99,0.001,100,"loose",-0.93325429079699,0.93325430079699,"underflow",14,1.13205480545275e-08
1.9999,0.001,100,"strict",-27.6310211159285,99.93094630027,"underflow",189,3.5527136788005e-15
1.9999,0.001,100,"strict",-13.8155105579643,99.93094630027,"underflow",160,0
1.9999,0.001,100,"strict",-4.60517018598809,99.93094630027,"mixture",142,8.88178419700125e-16
1.9999,0.001,100,"strict",-2.30258509299405,99.93094630027,"mixture",142,4.44089209850063e-16
1.9999,0.001,100,"strict",-0.693147180559945,99.93094630027,"mixture",142,7.7715611723761e-16
1.9999,0.001,100,"strict",-0.105360515657826,99.93094630027,"mixture",142,1.26831878333178e-12
1.9999,0.001,100,"strict",-0.0100503358535015,99.93094630027,"mixture",142,8.88178419700125e-16
1.9999,0.001,100,"strict",-1.00000050002909e-06,99.93094630027,"mixture",160,1.6281198611523e-10
1.9999,0.001,100,"strict",-1e-12,99.93094630027,"mixture",189,1.21502807814977e-12
1.9999,0.001,100,"strict",-1e-30,99.93094630027,"mixture",256,5.08748598804232e-12
1.9999,0.001,100,"strict",-99.93094629027,99.93094630027,"underflow",305,0
1.9999,0.001,100,"diagnostic",-27.6310211159285,99.93094630027,"underflow",175,2.6994229074262e-10
1.9999,0.001,100,"diagnostic",-13.8155105579643,99.93094630027,"underflow",142,1.12301279386884e-11
1.9999,0.001,100,"diagnostic",-4.60517018598809,99.93094630027,"mixture",114,3.52819995441678e-11
1.9999,0.001,100,"diagnostic",-2.30258509299405,99.93094630027,"mixture",107,1.14264153694421e-12
1.9999,0.001,100,"diagnostic",-0.693147180559945,99.93094630027,"mixture",107,1.7116308370646e-12
1.9999,0.001,100,"diagnostic",-0.105360515657826,99.93094630027,"mixture",107,1.26831878333178e-12
1.9999,0.001,100,"diagnostic",-0.0100503358535015,99.93094630027,"mixture",114,4.63733575983838e-08
1.9999,0.001,100,"diagnostic",-1.00000050002909e-06,99.93094630027,"mixture",142,1.09122690261643e-06
1.9999,0.001,100,"diagnostic",-1e-12,99.93094630027,"mixture",175,4.09688405866859e-06
1.9999,0.001,100,"diagnostic",-1e-30,99.93094630027,"mixture",247,8.68469452086629e-06
1.9999,0.001,100,"diagnostic",-99.93094629027,99.93094630027,"underflow",299,0
1.9999,0.001,100,"loose",-27.6310211159285,99.93094630027,"underflow",164,3.34539862478778e-09
1.9999,0.001,100,"loose",-13.8155105579643,99.93094630027,"underflow",129,1.12265752250096e-11
1.9999,0.001,100,"loose",-4.60517018598809,99.93094630027,"mixture",98,3.52526896563177e-11
1.9999,0.001,100,"loose",-2.30258509299405,99.93094630027,"mixture",89,7.44010453246347e-08
1.9999,0.001,100,"loose",-0.693147180559945,99.93094630027,"mixture",89,1.71336482224227e-07
1.9999,0.001,100,"loose",-0.105360515657826,99.93094630027,"mixture",89,9.75824305804451e-08
1.9999,0.001,100,"loose",-0.0100503358535015,99.93094630027,"mixture",98,4.63738301093031e-08
1.9999,0.001,100,"loose",-1.00000050002909e-06,99.93094630027,"mixture",129,1.09122690616914e-06
1.9999,0.001,100,"loose",-1e-12,99.93094630027,"mixture",164,6.38560481647232e-06
1.9999,0.001,100,"loose",-1e-30,99.93094630027,"mixture",240,2.20033973050704e-05
1.9999,0.001,100,"loose",-99.93094629027,99.93094630027,"underflow",295,7.64828200772172e-11
1.01,1,100,"strict",-27.6310211159285,0.0101010101010101,"atom",0,0
1.01,1,100,"strict",-13.8155105579643,0.0101010101010101,"atom",0,0
1.01,1,100,"strict",-4.60517018598809,0.0101010101010101,"atom",0,0
1.01,1,100,"strict",-2.30258509299405,0.0101010101010101,"atom",0,0
1.01,1,100,"strict",-0.693147180559945,0.0101010101010101,"atom",0,0
1.01,1,100,"strict",-0.105360515657826,0.0101010101010101,"atom",0,0
1.01,1,100,"strict",-0.0100503358535015,0.0101010101010101,"mixture",5,3.5527136788005e-15
1.01,1,100,"strict",-1.00000050002909e-06,0.0101010101010101,"mixture",6,1.15463194561016e-13
1.01,1,100,"strict",-1e-12,0.0101010101010101,"mixture",8,3.5527136788005e-15
1.01,1,100,"strict",-1e-30,0.0101010101010101,"mixture",14,4.2632564145606e-14
1.01,1,100,"strict",-0.0101010001010101,0.0101010101010101,"mixture",6,7.105427357601e-15
1.01,1,100,"diagnostic",-27.6310211159285,0.0101010101010101,"atom",0,0
1.01,1,100,"diagnostic",-13.8155105579643,0.0101010101010101,"atom",0,0
1.01,1,100,"diagnostic",-4.60517018598809,0.0101010101010101,"atom",0,0
1.01,1,100,"diagnostic",-2.30258509299405,0.0101010101010101,"atom",0,0
1.01,1,100,"diagnostic",-0.693147180559945,0.0101010101010101,"atom",0,0
1.01,1,100,"diagnostic",-0.105360515657826,0.0101010101010101,"atom",0,0
1.01,1,100,"diagnostic",-0.0100503358535015,0.0101010101010101,"mixture",4,3.67326764028064e-06
1.01,1,100,"diagnostic",-1.00000050002909e-06,0.0101010101010101,"mixture",5,1.8105722254802e-07
1.01,1,100,"diagnostic",-1e-12,0.0101010101010101,"mixture",7,5.19560536815789e-08
1.01,1,100,"diagnostic",-1e-30,0.0101010101010101,"mixture",13,1.15107923193136e-12
1.01,1,100,"diagnostic",-0.0101010001010101,0.0101010101010101,"mixture",5,2.95378654868728e-08
1.01,1,100,"loose",-27.6310211159285,0.0101010101010101,"atom",0,0
1.01,1,100,"loose",-13.8155105579643,0.0101010101010101,"atom",0,0
1.01,1,100,"loose",-4.60517018598809,0.0101010101010101,"atom",0,0
1.01,1,100,"loose",-2.30258509299405,0.0101010101010101,"atom",0,0
1.01,1,100,"loose",-0.693147180559945,0.0101010101010101,"atom",0,0
1.01,1,100,"loose",-0.105360515657826,0.0101010101010101,"atom",0,0
1.01,1,100,"loose",-0.0100503358535015,0.0101010101010101,"mixture",3,9.47652379856834e-06
1.01,1,100,"loose",-1.00000050002909e-06,0.0101010101010101,"mixture",4,7.13203892654946e-05
1.01,1,100,"loose",-1e-12,0.0101010101010101,"mixture",6,3.24724196083537e-05
1.01,1,100,"loose",-1e-30,0.0101010101010101,"mixture",12,2.06008207044306e-05
1.01,1,100,"loose",-0.0101010001010101,0.0101010101010101,"mixture",5,0.000133591604750904
1.1,1,100,"strict",-27.6310211159285,0.0111111111111111,"atom",0,0
1.1,1,100,"strict",-13.8155105579643,0.0111111111111111,"atom",0,0
1.1,1,100,"strict",-4.60517018598809,0.0111111111111111,"atom",0,0
1.1,1,100,"strict",-2.30258509299405,0.0111111111111111,"atom",0,0
1.1,1,100,"strict",-0.693147180559945,0.0111111111111111,"atom",0,0
1.1,1,100,"strict",-0.105360515657826,0.0111111111111111,"atom",0,0
1.1,1,100,"strict",-0.0100503358535015,0.0111111111111111,"mixture",5,0
1.1,1,100,"strict",-1.00000050002909e-06,0.0111111111111111,"mixture",6,7.47846229387505e-12
1.1,1,100,"strict",-1e-12,0.0111111111111111,"mixture",8,1.07327480236563e-11
1.1,1,100,"strict",-1e-30,0.0111111111111111,"mixture",14,8.85336248757085e-12
1.1,1,100,"strict",-0.0111111011111111,0.0111111111111111,"mixture",6,1.10489395410696e-12
1.1,1,100,"diagnostic",-27.6310211159285,0.0111111111111111,"atom",0,0
1.1,1,100,"diagnostic",-13.8155105579643,0.0111111111111111,"atom",0,0
1.1,1,100,"diagnostic",-4.60517018598809,0.0111111111111111,"atom",0,0
1.1,1,100,"diagnostic",-2.30258509299405,0.0111111111111111,"atom",0,0
